,Area,location,Price,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
317,980,Taloja,49,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
318,730,Rutu Enclave,34,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
319,1020,taloja panchanand,48,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
320,1075,Virar West,62,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
321,1600,Chembur,337,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
322,2800,Central Avenue,501,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0
323,715,Chembur,107,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
324,1016,Chembur,150,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
325,1000,Chembur,185,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
326,1100,Chembur,176,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
327,578,Sector 20 Kamothe,50,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
328,650,Sector 22 Kamothe,50,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
329,600,Sector 21 Kamothe,40,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
330,600,Sector 22 Kamothe,50,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
331,625,Sector 18 Kamothe,63,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
332,600,Sector 22 Kamothe,48,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
333,560,Sector-5 Kamothe,38,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
334,580,Sector-6A Kamothe,36,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
335,530,Sector 11 Kamothe,44,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
336,650,Sector-18 Ulwe,50,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
337,1450,Sector 21 Kamothe,90,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
338,380,Sector-12 Kamothe,26,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
339,400,Navi Basti,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,620,azad nagar,210,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
341,1250,Chembur,196,2,1,0,1,1,1,1,0,1,1,1,0,0,1,0
342,1067,Sindhi Society Chembur,186,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1
343,1200,Chembur,215,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1
344,780,Kurla,110,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0
345,1020,Sahkar Nagar,138,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0
346,671,Deonar,140,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
347,1650,Kharghar,220,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1
348,1360,Kharghar,145,2,0,1,1,1,0,1,1,1,0,0,0,0,1,1
349,1600,Kandivali East,250,3,0,1,1,1,0,1,1,1,1,1,0,1,1,1
350,1250,Kharghar,115,2,0,1,1,1,0,1,1,1,0,1,0,1,1,1
351,750,Taloja,40,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
352,450,Taloja,25,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
353,410,Taloja,23,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
354,1168,Lower Parel,450,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,516,Thane,57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
356,900,Jankalyan Nagar,96,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
357,600,Badlapur,20,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
358,575,Badlapur,20,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
359,675,Ambarnath,25,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
360,660,Ambarnath,25,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
361,640,Ambarnath,24,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0
362,690,Ambernath West,24,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1
363,900,Vakola,217,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0
364,1150,Jankalyan Nagar,167,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
365,350,Jankalyan Nagar,29,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
366,950,Jankalyan Nagar,115,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0
367,620,Kamothe,40,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
368,980,Kamothe,64,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
369,950,Kamothe,69,2,0,1,1,1,1,1,0,1,0,0,0,0,0,1
370,890,Sector 17 Ulwe,75,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
371,619,Kamothe,54,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
372,710,Kamothe,57,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
373,887,Kamothe,71,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
374,1005,Kamothe,78,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
375,950,Kamothe,59,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
376,660,Kamothe Sector 16,62,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
377,650,Sector 17 Ulwe,55,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
378,650,Kamothe,50,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
379,638,Kamothe,41,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
380,675,Kamothe,51,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
381,890,Sector 17 Ulwe,74,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
382,1006,Kamothe,68,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
383,420,Kamothe,30,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
384,850,Kamothe,52,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
385,1005,Kamothe,67,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
386,900,Kamothe,69,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
387,940,Kamothe,80,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
388,620,Kamothe,55,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
389,650,Kamothe,50,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
390,1000,Kamothe,70,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
391,1100,Kamothe,86,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
392,600,Kamothe,48,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
393,350,Sector 17 Ulwe,27,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
394,940,Kamothe,79,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
395,900,Almeida Park,360,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0
396,700,Khar,350,2,0,0,1,1,0,1,1,0,1,1,0,0,0,0
397,850,Bandra West,300,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0
398,800,Pali Hill,350,2,0,0,0,0,0,1,1,0,1,0,0,1,0,1
399,800,15th Road,350,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
400,770,Palghar,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,989,Chembur,145,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
402,1550,Kharghar,149,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
403,550,Sector13 Kharghar,37,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
404,416,Sector 20 Kharghar,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
405,510,Kharghar,39,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
406,305,Kharghar,29,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
407,1251,Kharghar,121,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
408,989,Kharghar,68,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
409,850,Kharghar,60,2,0,1,1,1,1,1,0,1,0,0,0,0,1,1
410,989,Kharghar,69,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
411,900,Kharghar,55,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
412,1500,Sector 21 Kharghar,92,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0
413,650,Sector 12 Kharghar,50,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
414,1750,Kharghar,175,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
415,1240,Kharghar,94,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
416,1560,Kharghar,165,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
417,640,Kharghar,37,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
418,350,Sector 21 Kharghar,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
419,1050,Kharghar,80,2,0,1,1,1,1,1,0,1,1,1,1,0,1,1
420,1770,Kharghar,220,3,0,1,1,1,1,1,1,1,0,1,0,1,1,1
421,1230,Kharghar,102,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
422,450,Kharghar,31,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
423,655,Kharghar,55,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1
424,780,Santacruz West,328,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0
425,550,Vivek Vidyalaya Marg,110,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,510,Goregaon West,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,1270,Goregaon West,170,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
428,558,Vasai east,29,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0
429,1237,Nahur,361,3,1,1,1,1,0,1,1,0,0,1,1,0,1,1
430,715,Badlapur West,37,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
431,1179,Thane West,116,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1
432,495,Thane,21,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
433,570,Panvel,27,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
434,575,Kalyan,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
435,675,Badlapur East,29,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
436,634,Ambernath West,24,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
437,580,Mira Bhayandar,52,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0
438,1185,Malad West,140,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
439,2665,Goregaon West,625,3,0,1,1,1,0,1,1,1,0,1,1,1,1,1
440,1305,Malad West,265,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
441,995,Malad West,130,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
442,1014,Malad West,106,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1
443,756,Juhu,110,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
444,670,Kalyan,40,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
445,500,Naigaon East,22,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
446,500,Naigaon East,23,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0
447,673,Ambarnath,27,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
448,650,Mira Road East,46,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0
449,735,Ulwe,50,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
450,952,Sector 21 Ulwe,72,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
451,1141,Bandra East,720,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
452,1150,Dronagiri,61,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0
453,1250,Nerul,185,2,1,1,1,1,0,1,1,1,0,0,0,1,1,0
454,650,Karanjade,47,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0
455,690,Karanjade,41,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0
456,670,Karanjade,40,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0
457,654,Karanjade,43,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0
458,630,Karanjade,40,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0
459,635,Karanjade,39,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
460,1750,Sanpada,225,3,1,0,1,1,0,1,0,0,1,1,0,1,1,0
461,1250,Sanpada,170,2,1,0,1,1,0,1,0,0,1,0,0,1,1,0
462,687,Sector-18 Ulwe,60,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
463,1310,Sector-8 Ulwe,111,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
464,690,Dronagiri,35,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
465,1070,Dronagiri,52,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
466,540,Ulwe,58,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
467,1135,Ulwe,62,2,1,0,1,1,1,1,0,0,1,0,0,1,0,0
468,3000,Sector-3 Ulwe,275,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1
469,1500,Sector-3 Ulwe,155,3,0,0,1,1,0,1,1,1,1,1,0,0,1,1
470,1440,Sector-3 Ulwe,138,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1
471,704,Dronagiri,34,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
472,688,Dronagiri,35,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
473,667,Sector 17 Ulwe,52,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0
474,625,Dronagiri,24,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
475,650,Sector 23 Ulwe,49,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
476,610,Ulwe,45,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0
477,1560,Ulwe,145,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478,1150,Sector 17 Ulwe,82,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
479,2130,Nerul,295,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1
480,665,Sector 17 Ulwe,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
481,1155,Dronagiri,50,2,1,0,1,1,1,1,1,0,0,1,0,1,1,0
482,1120,Dronagiri,53,2,1,1,1,1,1,1,1,0,0,1,0,1,1,1
483,1000,Sector 17 Ulwe,70,2,1,0,1,1,1,1,1,1,1,1,1,0,1,0
484,690,Sector 23 Ulwe,36,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
485,655,Sector 17 Ulwe,38,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
486,655,Sector 17 Ulwe,35,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0
487,650,ULWE SECTOR 19,37,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0
488,1220,Ulwe,85,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1
489,700,Ulwe,49,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0
490,547,Ghodbunder Road,54,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
491,1435,Juhu,601,3,1,1,1,1,0,1,0,0,1,0,0,0,1,1
492,650,Dronagiri,30,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0
493,665,Dronagiri,37,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
494,690,Dronagiri,42,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0
495,675,Dronagiri,30,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
496,1250,Panvel,68,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
497,625,Karanjade,33,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0
498,530,Karanjade,29,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0
499,395,Karanjade,21,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0
500,1090,Karanjade,63,2,1,0,1,1,1,1,0,0,1,1,1,0,1,0
501,1010,Karanjade,64,2,1,0,1,1,1,1,0,0,1,1,1,0,1,0
502,1010,Karanjade,60,2,1,0,1,1,1,1,0,0,1,1,1,0,1,0
503,568,Bhiwandi,40,2,1,1,1,1,1,1,1,0,1,1,0,0,1,0
504,1107,Vasai,75,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0
505,605,Nala Sopara,26,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
506,850,Nala Sopara,36,2,1,1,1,1,0,1,1,0,1,1,1,0,1,1
507,778,Vasai,58,2,1,0,1,1,1,1,1,0,0,1,0,0,0,0
508,802,Bhiwandi,70,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
509,570,Nala Sopara,25,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
510,829,Bhiwandi,61,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
511,710,Mira Road East,56,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
512,1227,Bhiwandi,86,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
513,1108,Bhiwandi,81,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
514,1032,Bhiwandi,81,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
515,985,Bhiwandi,75,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
516,880,Bhiwandi,68,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
517,829,Bhiwandi,62,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
518,802,Bhiwandi,56,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
519,709,Nala Sopara,60,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0
520,534,Nala Sopara,41,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
521,965,Nala Sopara,48,2,1,0,1,1,1,1,1,0,1,1,0,0,0,0
522,730,Nala Sopara,37,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
523,930,Vasai,46,2,1,0,1,1,1,1,1,0,1,1,1,0,1,0
524,650,Vasai,34,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
525,2350,Dadar East,850,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1
526,650,Dahisar,65,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
527,1462,Ghatkopar,180,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
528,676,Ghatkopar,85,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
529,2904,Worli,1250,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
530,1500,Breach Candy,800,2,0,0,0,1,1,1,0,0,1,0,0,1,0,0
531,1638,Wadala,288,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
532,1701,Wadala,300,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
533,2376,Wadala,451,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
534,2061,Wadala,392,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1
535,1431,Wadala,254,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1
536,1050,Kandivali West,152,2,1,1,1,1,0,1,1,1,1,1,1,0,1,0
537,1260,Andheri East,200,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
538,1404,Goregaon East,290,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1
539,1200,Malad East,300,3,1,1,1,0,0,1,1,1,0,1,1,0,1,1
540,1413,Worli South Mumbai,465,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1
541,2016,Andheri East,334,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1
542,574,Asangaon,20,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1
543,507,Thane,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,1151,Koparkhairane Station Road,125,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
545,550,Thane,66,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
546,565,Thane,69,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
547,547,Thane,68,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
548,556,Thane,67,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
549,950,Thane,30,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
550,600,Thane,45,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
551,600,Thane,53,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
552,600,Thane,30,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
553,800,Thane,45,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
554,275,Thane,53,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
555,1050,Koparkhairane Station Road,105,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
556,1155,Koparkhairane Station Road,100,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
557,1350,Sector 17 Ulwe,160,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
558,1760,Kopar Khairane Sector 19A,170,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0
559,1650,Koper Khairane,117,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0
560,725,Koparkhairane Station Road,75,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
561,1300,Kanjurmarg,230,3,0,1,1,1,0,1,0,1,0,0,0,0,1,1
562,275,Thane,30,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
563,275,Thane,20,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
564,1065,Thane,45,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
565,275,Thane,85,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
566,530,Thane,30,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
567,600,Kandivali West,88,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
568,1245,Eastern Express Highway Vikhroli,170,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
569,1257,Magathane,207,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
570,1175,Magathane,180,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0
571,1053,Magathane,175,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
572,1052,Rawal Pada,185,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0
573,730,Ambernath East,39,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
574,650,Dokali Pada,85,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
575,650,Magathane,96,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
576,650,Magathane,108,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
577,1050,Dattapada,185,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
578,1250,Dattapada,210,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
579,1050,Dattapada,150,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
580,1150,Magathane,210,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
581,1450,Magathane,300,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
582,1550,Magathane,270,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
583,1075,Magathane,221,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
584,1350,Magathane,185,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
585,650,Magathane,105,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
586,1050,Dattapada,165,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
587,1350,Dattapada,285,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
588,1650,Magathane,280,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
589,1050,Dattapada,190,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
590,1350,Rajendra Nagar,188,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
591,1650,Magathane,270,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
592,950,Dattapada,150,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
593,1300,Dattapada,240,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
594,600,Dattapada,112,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
595,1165,Magathane,190,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
596,1357,Magathane,275,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
597,1500,Dattapada,230,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
598,650,Magathane,100,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
599,1050,Magathane,170,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
600,1050,Dattapada,155,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
601,950,Magathane,145,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
602,1150,Magathane,205,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
603,1100,Magathane,225,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
604,1450,Magathane,265,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
605,1100,Dattapada,230,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
606,1350,Rajendra Nagar,180,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
607,1350,Rajendra Nagar,190,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
608,1650,Magathane,290,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
609,1050,Magathane,165,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
610,1150,Rajendra Nagar,190,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
611,1050,Magathane,205,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
612,585,Magathane,98,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
613,1250,Magathane,210,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
614,950,Kulupwadi,145,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
615,1050,Dattapada,180,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
616,1170,Kandivali East,282,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
617,1014,Kandivali East,264,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
618,764,Kandivali East,168,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
619,820,Kandivali East,186,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
620,1050,Magathane,175,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
621,1350,Samata Nagar Thakur Village,260,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
622,1350,Samata Nagar Thakur Village,280,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0
623,654,Mira Road and Beyond,109,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
624,400,Mira Road and Beyond,74,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
625,450,Mira Road and Beyond,73,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
626,1100,West Amardeep Colony,176,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
627,385,Pant Nagar,75,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
628,1346,mumbai,361,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0
629,810,Mira Road and Beyond,60,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
630,700,Mira Road and Beyond,42,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0
631,1417,Mira Road and Beyond,98,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0
632,783,Mira Road and Beyond,35,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0
633,770,Mira Road and Beyond,58,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
